Model,SplittingMethod,Hashing,Canonical,Shrinkage,Ordering,recentHist,FK_calls,Successful_Hashtable_Fetch,Backtracking_Counts,Backtracking_Length,Seen_Nodes
BIOMD0000000162,mostFreq,1,0,0,0,0,79040,650,0,0,2611
BIOMD0000000162,mostFreq,0,0,1,1,1,536791,0,0,0,7960
BIOMD0000000162,mostFreq,0,0,1,1,0,536791,0,0,0,7960
BIOMD0000000162,mostFreq,0,0,1,0,0,536791,0,0,0,7960
BIOMD0000000162,mostFreq,0,0,0,1,1,537454,0,0,0,8623
BIOMD0000000162,mostFreq,0,0,0,1,0,537454,0,0,0,8623
BIOMD0000000162,mostFreq,0,0,0,0,0,537454,0,0,0,8623
BIOMD0000000162,weightedVars,1,1,1,1,1,8244,0,4,12,853
BIOMD0000000162,weightedVars,1,1,1,1,0,8244,0,4,12,853
BIOMD0000000162,weightedVars,1,1,1,0,0,8244,0,4,12,853
BIOMD0000000162,weightedVars,1,1,0,1,1,8577,0,5,8,898
BIOMD0000000162,weightedVars,1,1,0,1,0,8577,0,5,8,898
BIOMD0000000162,weightedVars,1,1,0,0,0,8577,0,5,8,898
BIOMD0000000162,weightedVars,1,0,1,1,1,8244,0,4,12,853
BIOMD0000000162,weightedVars,1,0,1,1,0,8244,0,4,12,853
BIOMD0000000162,weightedVars,1,0,1,0,0,8244,0,4,12,853
BIOMD0000000162,weightedVars,1,0,0,1,1,8577,0,5,8,898
BIOMD0000000162,weightedVars,1,0,0,1,0,8577,0,5,8,898
BIOMD0000000162,weightedVars,1,0,0,0,0,8577,0,5,8,898
BIOMD0000000162,weightedVars,0,0,1,1,1,8244,0,4,12,853
BIOMD0000000162,weightedVars,0,0,1,1,0,8244,0,4,12,853
BIOMD0000000162,weightedVars,0,0,1,0,0,8244,0,4,12,853
BIOMD0000000162,weightedVars,0,0,0,1,1,8577,0,5,8,898
BIOMD0000000162,weightedVars,0,0,0,1,0,8577,0,5,8,898
BIOMD0000000162,weightedVars,0,0,0,0,0,8577,0,5,8,898
BIOMD0000000163,mostFreq,1,1,1,1,1,2205,105,19,21,311
BIOMD0000000163,mostFreq,1,1,1,1,0,2205,105,19,21,311
BIOMD0000000163,mostFreq,1,1,1,0,0,2205,105,19,21,311
BIOMD0000000163,mostFreq,1,1,0,1,1,2337,86,0,0,176
BIOMD0000000163,mostFreq,1,1,0,1,0,2337,86,0,0,176
BIOMD0000000163,mostFreq,1,1,0,0,0,2337,86,0,0,176
BIOMD0000000163,mostFreq,1,0,1,1,1,2205,105,19,21,311
BIOMD0000000163,mostFreq,1,0,1,1,0,2205,105,19,21,311
BIOMD0000000163,mostFreq,1,0,1,0,0,2205,105,19,21,311
BIOMD0000000163,mostFreq,1,0,0,1,1,2337,86,0,0,176
BIOMD0000000163,mostFreq,1,0,0,1,0,2337,86,0,0,176
BIOMD0000000163,mostFreq,1,0,0,0,0,2337,86,0,0,176
BIOMD0000000163,mostFreq,0,0,1,1,1,7324,0,137,289,846
BIOMD0000000163,mostFreq,0,0,1,1,0,7324,0,137,289,846
BIOMD0000000163,mostFreq,0,0,1,0,0,7324,0,137,289,846
BIOMD0000000163,mostFreq,0,0,0,1,1,6276,0,0,0,706
BIOMD0000000163,mostFreq,0,0,0,1,0,6276,0,0,0,706
BIOMD0000000163,mostFreq,0,0,0,0,0,6276,0,0,0,706
BIOMD0000000163,weightedVars,1,1,1,1,1,791,1,4,10,211
BIOMD0000000163,weightedVars,1,1,1,1,0,791,1,4,10,211
BIOMD0000000163,weightedVars,1,1,1,0,0,791,1,4,10,211
BIOMD0000000163,weightedVars,1,1,0,1,1,790,1,4,11,220
BIOMD0000000163,weightedVars,1,1,0,1,0,790,1,4,11,220
BIOMD0000000163,weightedVars,1,1,0,0,0,790,1,4,11,220
BIOMD0000000163,weightedVars,1,0,1,1,1,791,1,4,10,211
BIOMD0000000163,weightedVars,1,0,1,1,0,791,1,4,10,211
BIOMD0000000163,weightedVars,1,0,1,0,0,791,1,4,10,211
BIOMD0000000163,weightedVars,1,0,0,1,1,790,1,4,11,220
BIOMD0000000163,weightedVars,1,0,0,1,0,790,1,4,11,220
BIOMD0000000163,weightedVars,1,0,0,0,0,790,1,4,11,220
BIOMD0000000163,weightedVars,0,0,1,1,1,854,0,3,11,213
BIOMD0000000163,weightedVars,0,0,1,1,0,854,0,3,11,213
BIOMD0000000163,weightedVars,0,0,1,0,0,854,0,3,11,213
BIOMD0000000163,weightedVars,0,0,0,1,1,837,0,16,37,237
BIOMD0000000163,weightedVars,0,0,0,1,0,837,0,16,37,237
BIOMD0000000163,weightedVars,0,0,0,0,0,837,0,16,37,237
BIOMD0000000165,mostFreq,1,1,1,1,1,67,0,5,10,32
BIOMD0000000165,mostFreq,1,1,1,1,0,67,0,5,10,32
BIOMD0000000165,mostFreq,1,1,1,0,0,67,0,5,10,32
BIOMD0000000165,mostFreq,1,1,0,1,1,64,9,1,1,31
BIOMD0000000165,mostFreq,1,1,0,1,0,64,9,1,1,31
BIOMD0000000165,mostFreq,1,1,0,0,0,64,9,1,1,31
BIOMD0000000165,mostFreq,1,0,1,1,1,67,0,5,10,32
BIOMD0000000165,mostFreq,1,0,1,1,0,67,0,5,10,32
BIOMD0000000165,mostFreq,1,0,1,0,0,67,0,5,10,32
BIOMD0000000165,mostFreq,1,0,0,1,1,64,9,1,1,31
BIOMD0000000165,mostFreq,1,0,0,1,0,64,9,1,1,31
BIOMD0000000165,mostFreq,1,0,0,0,0,64,9,1,1,31
BIOMD0000000165,mostFreq,0,0,1,1,1,67,0,5,10,32
BIOMD0000000165,mostFreq,0,0,1,1,0,67,0,5,10,32
BIOMD0000000165,mostFreq,0,0,1,0,0,67,0,5,10,32
BIOMD0000000165,mostFreq,0,0,0,1,1,124,0,6,18,56
BIOMD0000000165,mostFreq,0,0,0,1,0,124,0,6,18,56
BIOMD0000000165,mostFreq,0,0,0,0,0,124,0,6,18,56
BIOMD0000000165,weightedVars,1,1,1,1,1,62,0,3,6,32
BIOMD0000000165,weightedVars,1,1,1,1,0,62,0,3,6,32
BIOMD0000000165,weightedVars,1,1,1,0,0,62,0,3,6,32
BIOMD0000000165,weightedVars,1,1,0,1,1,74,0,6,12,44
BIOMD0000000165,weightedVars,1,1,0,1,0,74,0,6,12,44
BIOMD0000000165,weightedVars,1,1,0,0,0,74,0,6,12,44
BIOMD0000000165,weightedVars,1,0,1,1,1,62,0,3,6,32
BIOMD0000000165,weightedVars,1,0,1,1,0,62,0,3,6,32
BIOMD0000000165,weightedVars,1,0,1,0,0,62,0,3,6,32
BIOMD0000000165,weightedVars,1,0,0,1,1,74,0,6,12,44
BIOMD0000000165,weightedVars,1,0,0,1,0,74,0,6,12,44
BIOMD0000000165,weightedVars,1,0,0,0,0,74,0,6,12,44
BIOMD0000000165,weightedVars,0,0,1,1,1,62,0,3,6,32
BIOMD0000000165,weightedVars,0,0,1,1,0,62,0,3,6,32
BIOMD0000000165,weightedVars,0,0,1,0,0,62,0,3,6,32
BIOMD0000000165,weightedVars,0,0,0,1,1,74,0,6,12,44
BIOMD0000000165,weightedVars,0,0,0,1,0,74,0,6,12,44
BIOMD0000000165,weightedVars,0,0,0,0,0,74,0,6,12,44
BIOMD0000000166,mostFreq,1,1,1,1,1,196,13,0,0,46
BIOMD0000000166,mostFreq,1,1,1,1,0,196,13,0,0,46
BIOMD0000000166,mostFreq,1,1,1,0,0,196,13,0,0,46
BIOMD0000000166,mostFreq,1,1,0,1,1,202,13,2,2,48
BIOMD0000000166,mostFreq,1,1,0,1,0,202,13,2,2,48
BIOMD0000000166,mostFreq,1,1,0,0,0,202,13,2,2,48
BIOMD0000000166,mostFreq,1,0,1,1,1,196,13,0,0,46
BIOMD0000000166,mostFreq,1,0,1,1,0,196,13,0,0,46
BIOMD0000000166,mostFreq,1,0,1,0,0,196,13,0,0,46
BIOMD0000000166,mostFreq,1,0,0,1,1,202,13,2,2,48
BIOMD0000000166,mostFreq,1,0,0,1,0,202,13,2,2,48
BIOMD0000000166,mostFreq,1,0,0,0,0,202,13,2,2,48
BIOMD0000000166,mostFreq,0,0,1,1,1,404,0,0,0,80
BIOMD0000000166,mostFreq,0,0,1,1,0,404,0,0,0,80
BIOMD0000000166,mostFreq,0,0,1,0,0,404,0,0,0,80
BIOMD0000000166,mostFreq,0,0,0,1,1,449,0,15,15,95
BIOMD0000000166,mostFreq,0,0,0,1,0,449,0,15,15,95
BIOMD0000000166,mostFreq,0,0,0,0,0,449,0,15,15,95
BIOMD0000000166,weightedVars,1,1,1,1,1,141,0,0,0,48
BIOMD0000000166,weightedVars,1,1,1,1,0,141,0,0,0,48
BIOMD0000000166,weightedVars,1,1,1,0,0,141,0,0,0,48
BIOMD0000000166,weightedVars,1,1,0,1,1,164,0,1,1,52
BIOMD0000000166,weightedVars,1,1,0,1,0,164,0,1,1,52
BIOMD0000000166,weightedVars,1,1,0,0,0,164,0,1,1,52
BIOMD0000000166,weightedVars,1,0,1,1,1,141,0,0,0,48
BIOMD0000000166,weightedVars,1,0,1,1,0,141,0,0,0,48
BIOMD0000000166,weightedVars,1,0,1,0,0,141,0,0,0,48
BIOMD0000000166,weightedVars,1,0,0,1,1,164,0,1,1,52
BIOMD0000000166,weightedVars,1,0,0,1,0,164,0,1,1,52
BIOMD0000000166,weightedVars,1,0,0,0,0,164,0,1,1,52
BIOMD0000000166,weightedVars,0,0,1,1,1,141,0,0,0,48
BIOMD0000000166,weightedVars,0,0,1,1,0,141,0,0,0,48
BIOMD0000000166,weightedVars,0,0,1,0,0,141,0,0,0,48
BIOMD0000000166,weightedVars,0,0,0,1,1,164,0,1,1,52
BIOMD0000000166,weightedVars,0,0,0,1,0,164,0,1,1,52
BIOMD0000000166,weightedVars,0,0,0,0,0,164,0,1,1,52
BIOMD0000000169,mostFreq,1,1,1,1,1,2256,87,0,0,205
BIOMD0000000169,mostFreq,1,1,1,1,0,2256,87,0,0,205
BIOMD0000000169,mostFreq,1,1,1,0,0,2256,87,0,0,205
BIOMD0000000169,mostFreq,1,1,0,1,1,2959,104,0,0,223
BIOMD0000000169,mostFreq,1,1,0,1,0,2959,104,0,0,223
BIOMD0000000169,mostFreq,1,1,0,0,0,2959,104,0,0,223
BIOMD0000000169,mostFreq,1,0,1,1,1,2256,87,0,0,205
BIOMD0000000169,mostFreq,1,0,1,1,0,2256,87,0,0,205
BIOMD0000000169,mostFreq,1,0,1,0,0,2256,87,0,0,205
BIOMD0000000169,mostFreq,1,0,0,1,1,2959,104,0,0,223
BIOMD0000000169,mostFreq,1,0,0,1,0,2959,104,0,0,223
BIOMD0000000169,mostFreq,1,0,0,0,0,2959,104,0,0,223
BIOMD0000000169,mostFreq,0,0,1,1,1,5900,0,0,0,555
BIOMD0000000169,mostFreq,0,0,1,1,0,5900,0,0,0,555
BIOMD0000000169,mostFreq,0,0,1,0,0,5900,0,0,0,555
BIOMD0000000169,mostFreq,0,0,0,1,1,8278,0,0,0,956
BIOMD0000000169,mostFreq,0,0,0,1,0,8278,0,0,0,956
BIOMD0000000169,mostFreq,0,0,0,0,0,8278,0,0,0,956
BIOMD0000000169,weightedVars,1,1,1,1,1,1478,0,8,14,231
BIOMD0000000169,weightedVars,1,1,1,1,0,1478,0,8,14,231
BIOMD0000000169,weightedVars,1,1,1,0,0,1478,0,8,14,231
BIOMD0000000169,weightedVars,1,1,0,1,1,868,1,0,0,225
BIOMD0000000169,weightedVars,1,1,0,1,0,868,1,0,0,225
BIOMD0000000169,weightedVars,1,1,0,0,0,868,1,0,0,225
BIOMD0000000169,weightedVars,1,0,1,1,1,1478,0,8,14,231
BIOMD0000000169,weightedVars,1,0,1,1,0,1478,0,8,14,231
BIOMD0000000169,weightedVars,1,0,1,0,0,1478,0,8,14,231
BIOMD0000000169,weightedVars,1,0,0,1,1,868,1,0,0,225
BIOMD0000000169,weightedVars,1,0,0,1,0,868,1,0,0,225
BIOMD0000000169,weightedVars,1,0,0,0,0,868,1,0,0,225
BIOMD0000000169,weightedVars,0,0,1,1,1,1478,0,8,14,231
BIOMD0000000169,weightedVars,0,0,1,1,0,1478,0,8,14,231
BIOMD0000000169,weightedVars,0,0,1,0,0,1478,0,8,14,231
BIOMD0000000169,weightedVars,0,0,0,1,1,1351,0,0,0,242
BIOMD0000000169,weightedVars,0,0,0,1,0,1351,0,0,0,242
BIOMD0000000169,weightedVars,0,0,0,0,0,1351,0,0,0,242
BIOMD0000000170,mostFreq,1,1,1,1,1,181,13,5,5,58
BIOMD0000000170,mostFreq,1,1,1,1,0,181,13,5,5,58
BIOMD0000000170,mostFreq,1,1,1,0,0,181,13,5,5,58
BIOMD0000000170,mostFreq,1,1,0,1,1,232,18,2,4,60
BIOMD0000000170,mostFreq,1,1,0,1,0,232,18,2,4,60
BIOMD0000000170,mostFreq,1,1,0,0,0,232,18,2,4,60
BIOMD0000000170,mostFreq,1,0,1,1,1,181,13,5,5,58
BIOMD0000000170,mostFreq,1,0,1,1,0,181,13,5,5,58
BIOMD0000000170,mostFreq,1,0,1,0,0,181,13,5,5,58
BIOMD0000000170,mostFreq,1,0,0,1,1,232,18,2,4,60
BIOMD0000000170,mostFreq,1,0,0,1,0,232,18,2,4,60
BIOMD0000000170,mostFreq,1,0,0,0,0,232,18,2,4,60
BIOMD0000000170,mostFreq,0,0,1,1,1,310,0,22,29,95
BIOMD0000000170,mostFreq,0,0,1,1,0,310,0,22,29,95
BIOMD0000000170,mostFreq,0,0,1,0,0,310,0,22,29,95
BIOMD0000000170,mostFreq,0,0,0,1,1,473,0,15,17,145
BIOMD0000000170,mostFreq,0,0,0,1,0,473,0,15,17,145
BIOMD0000000170,mostFreq,0,0,0,0,0,473,0,15,17,145
BIOMD0000000170,weightedVars,1,1,1,1,1,188,0,3,7,69
BIOMD0000000170,weightedVars,1,1,1,1,0,188,0,3,7,69
BIOMD0000000170,weightedVars,1,1,1,0,0,188,0,3,7,69
BIOMD0000000170,weightedVars,1,1,0,1,1,122,0,2,7,55
BIOMD0000000170,weightedVars,1,1,0,1,0,122,0,2,7,55
BIOMD0000000170,weightedVars,1,1,0,0,0,122,0,2,7,55
BIOMD0000000170,weightedVars,1,0,1,1,1,188,0,3,7,69
BIOMD0000000170,weightedVars,1,0,1,1,0,188,0,3,7,69
BIOMD0000000170,weightedVars,1,0,1,0,0,188,0,3,7,69
BIOMD0000000170,weightedVars,1,0,0,1,1,122,0,2,7,55
BIOMD0000000170,weightedVars,1,0,0,1,0,122,0,2,7,55
BIOMD0000000170,weightedVars,1,0,0,0,0,122,0,2,7,55
BIOMD0000000170,weightedVars,0,0,1,1,1,188,0,3,7,69
BIOMD0000000170,weightedVars,0,0,1,1,0,188,0,3,7,69
BIOMD0000000170,weightedVars,0,0,1,0,0,188,0,3,7,69
BIOMD0000000170,weightedVars,0,0,0,1,1,122,0,2,7,55
BIOMD0000000170,weightedVars,0,0,0,1,0,122,0,2,7,55
BIOMD0000000170,weightedVars,0,0,0,0,0,122,0,2,7,55
BIOMD0000000171,mostFreq,1,1,1,1,1,449,68,6,8,223
BIOMD0000000171,mostFreq,1,1,1,1,0,449,68,6,8,223
BIOMD0000000171,mostFreq,1,1,1,0,0,449,68,6,8,223
BIOMD0000000171,mostFreq,1,1,0,1,1,577,81,7,11,340
BIOMD0000000171,mostFreq,1,1,0,1,0,577,81,7,11,340
BIOMD0000000171,mostFreq,1,1,0,0,0,577,81,7,11,340
BIOMD0000000171,mostFreq,1,0,1,1,1,449,68,6,8,223
BIOMD0000000171,mostFreq,1,0,1,1,0,449,68,6,8,223
BIOMD0000000171,mostFreq,1,0,1,0,0,449,68,6,8,223
BIOMD0000000171,mostFreq,1,0,0,1,1,577,81,7,11,340
BIOMD0000000171,mostFreq,1,0,0,1,0,577,81,7,11,340
BIOMD0000000171,mostFreq,1,0,0,0,0,577,81,7,11,340
BIOMD0000000171,mostFreq,0,0,1,1,1,2160,0,107,320,564
BIOMD0000000171,mostFreq,0,0,1,1,0,2160,0,107,320,564
BIOMD0000000171,mostFreq,0,0,1,0,0,2160,0,107,320,564
BIOMD0000000171,mostFreq,0,0,0,1,1,2759,0,129,587,1029
BIOMD0000000171,mostFreq,0,0,0,1,0,2759,0,129,587,1029
BIOMD0000000171,mostFreq,0,0,0,0,0,2759,0,129,587,1029
BIOMD0000000171,weightedVars,1,1,1,1,1,229,0,7,18,84
BIOMD0000000171,weightedVars,1,1,1,1,0,229,0,7,18,84
BIOMD0000000171,weightedVars,1,1,1,0,0,229,0,7,18,84
BIOMD0000000171,weightedVars,1,1,0,1,1,405,0,9,51,123
BIOMD0000000171,weightedVars,1,1,0,1,0,405,0,9,51,123
BIOMD0000000171,weightedVars,1,1,0,0,0,405,0,9,51,123
BIOMD0000000171,weightedVars,1,0,1,1,1,229,0,7,18,84
BIOMD0000000171,weightedVars,1,0,1,1,0,229,0,7,18,84
BIOMD0000000171,weightedVars,1,0,1,0,0,229,0,7,18,84
BIOMD0000000171,weightedVars,1,0,0,1,1,405,0,9,51,123
BIOMD0000000171,weightedVars,1,0,0,1,0,405,0,9,51,123
BIOMD0000000171,weightedVars,1,0,0,0,0,405,0,9,51,123
BIOMD0000000171,weightedVars,0,0,1,1,1,229,0,7,18,84
BIOMD0000000171,weightedVars,0,0,1,1,0,229,0,7,18,84
BIOMD0000000171,weightedVars,0,0,1,0,0,229,0,7,18,84
BIOMD0000000171,weightedVars,0,0,0,1,1,405,0,9,51,123
BIOMD0000000171,weightedVars,0,0,0,1,0,405,0,9,51,123
BIOMD0000000171,weightedVars,0,0,0,0,0,405,0,9,51,123
BIOMD0000000173,mostFreq,1,1,1,1,1,29,2,1,1,14
BIOMD0000000173,mostFreq,1,1,1,1,0,29,2,1,1,14
BIOMD0000000173,mostFreq,1,1,1,0,0,29,2,1,1,14
BIOMD0000000173,mostFreq,1,1,0,1,1,31,2,1,1,14
BIOMD0000000173,mostFreq,1,1,0,1,0,31,2,1,1,14
BIOMD0000000173,mostFreq,1,1,0,0,0,31,2,1,1,14
BIOMD0000000173,mostFreq,1,0,1,1,1,29,2,1,1,14
BIOMD0000000173,mostFreq,1,0,1,1,0,29,2,1,1,14
BIOMD0000000173,mostFreq,1,0,1,0,0,29,2,1,1,14
BIOMD0000000173,mostFreq,1,0,0,1,1,31,2,1,1,14
BIOMD0000000173,mostFreq,1,0,0,1,0,31,2,1,1,14
BIOMD0000000173,mostFreq,1,0,0,0,0,31,2,1,1,14
BIOMD0000000173,mostFreq,0,0,1,1,1,47,0,6,9,22
BIOMD0000000173,mostFreq,0,0,1,1,0,47,0,6,9,22
BIOMD0000000173,mostFreq,0,0,1,0,0,47,0,6,9,22
BIOMD0000000173,mostFreq,0,0,0,1,1,50,0,6,9,22
BIOMD0000000173,mostFreq,0,0,0,1,0,50,0,6,9,22
BIOMD0000000173,mostFreq,0,0,0,0,0,50,0,6,9,22
BIOMD0000000173,weightedVars,1,1,1,1,1,87,0,5,12,36
BIOMD0000000173,weightedVars,1,1,1,1,0,87,0,5,12,36
BIOMD0000000173,weightedVars,1,1,1,0,0,87,0,5,12,36
BIOMD0000000173,weightedVars,1,1,0,1,1,82,0,6,16,41
BIOMD0000000173,weightedVars,1,1,0,1,0,82,0,6,16,41
BIOMD0000000173,weightedVars,1,1,0,0,0,82,0,6,16,41
BIOMD0000000173,weightedVars,1,0,1,1,1,87,0,5,12,36
BIOMD0000000173,weightedVars,1,0,1,1,0,87,0,5,12,36
BIOMD0000000173,weightedVars,1,0,1,0,0,87,0,5,12,36
BIOMD0000000173,weightedVars,1,0,0,1,1,82,0,6,16,41
BIOMD0000000173,weightedVars,1,0,0,1,0,82,0,6,16,41
BIOMD0000000173,weightedVars,1,0,0,0,0,82,0,6,16,41
BIOMD0000000173,weightedVars,0,0,1,1,1,87,0,5,12,36
BIOMD0000000173,weightedVars,0,0,1,1,0,87,0,5,12,36
BIOMD0000000173,weightedVars,0,0,1,0,0,87,0,5,12,36
BIOMD0000000173,weightedVars,0,0,0,1,1,82,0,6,16,41
BIOMD0000000173,weightedVars,0,0,0,1,0,82,0,6,16,41
BIOMD0000000173,weightedVars,0,0,0,0,0,82,0,6,16,41
BIOMD0000000228,mostFreq,1,1,1,1,1,2530,89,2,2,216
BIOMD0000000228,mostFreq,1,1,1,1,0,2530,89,2,2,216
BIOMD0000000228,mostFreq,1,1,1,0,0,2530,89,2,2,216
BIOMD0000000228,mostFreq,1,1,0,1,1,2429,91,150,156,371
BIOMD0000000228,mostFreq,1,1,0,1,0,2429,91,150,156,371
BIOMD0000000228,mostFreq,1,1,0,0,0,2429,91,150,156,371
BIOMD0000000228,mostFreq,1,0,1,1,1,2530,89,2,2,216
BIOMD0000000228,mostFreq,1,0,1,1,0,2530,89,2,2,216
BIOMD0000000228,mostFreq,1,0,1,0,0,2530,89,2,2,216
BIOMD0000000228,mostFreq,1,0,0,1,1,2429,91,150,156,371
BIOMD0000000228,mostFreq,1,0,0,1,0,2429,91,150,156,371
BIOMD0000000228,mostFreq,1,0,0,0,0,2429,91,150,156,371
BIOMD0000000228,mostFreq,0,0,1,1,1,7113,0,7,12,602
BIOMD0000000228,mostFreq,0,0,1,1,0,7113,0,7,12,602
BIOMD0000000228,mostFreq,0,0,1,0,0,7113,0,7,12,602
BIOMD0000000228,mostFreq,0,0,0,1,1,6581,0,399,648,1101
BIOMD0000000228,mostFreq,0,0,0,1,0,6581,0,399,648,1101
BIOMD0000000228,mostFreq,0,0,0,0,0,6581,0,399,648,1101
BIOMD0000000228,weightedVars,1,1,1,1,1,331,0,4,8,107
BIOMD0000000228,weightedVars,1,1,1,1,0,331,0,4,8,107
BIOMD0000000228,weightedVars,1,1,1,0,0,331,0,4,8,107
BIOMD0000000228,weightedVars,1,1,0,1,1,563,0,2,4,103
BIOMD0000000228,weightedVars,1,1,0,1,0,563,0,2,4,103
BIOMD0000000228,weightedVars,1,1,0,0,0,563,0,2,4,103
BIOMD0000000228,weightedVars,1,0,1,1,1,331,0,4,8,107
BIOMD0000000228,weightedVars,1,0,1,1,0,331,0,4,8,107
BIOMD0000000228,weightedVars,1,0,1,0,0,331,0,4,8,107
BIOMD0000000228,weightedVars,1,0,0,1,1,563,0,2,4,103
BIOMD0000000228,weightedVars,1,0,0,1,0,563,0,2,4,103
BIOMD0000000228,weightedVars,1,0,0,0,0,563,0,2,4,103
BIOMD0000000228,weightedVars,0,0,1,1,1,331,0,4,8,107
BIOMD0000000228,weightedVars,0,0,1,1,0,331,0,4,8,107
BIOMD0000000228,weightedVars,0,0,1,0,0,331,0,4,8,107
BIOMD0000000228,weightedVars,0,0,0,1,1,563,0,2,4,103
BIOMD0000000228,weightedVars,0,0,0,1,0,563,0,2,4,103
BIOMD0000000228,weightedVars,0,0,0,0,0,563,0,2,4,103
